id,clientID,topic,message,timestamp
1088,t2g5:108,t2g5, temp; 30.80 humid; 58.24 quality; 31,11/7/2024 12:56
1089,t2g5:108,t2g5, temp; 29.77 humid; 57.43 quality; 30,11/7/2024 13:11
1090,t2g5:108,t2g5, temp; 32.85 humid; 57.57 quality; 32,11/7/2024 13:26
1091,t2g5:108,t2g5, temp; 29.43 humid; 58.74 quality; 33,11/7/2024 13:41
1092,t2g5:108,t2g5, temp; 33.88 humid; 59.47 quality; 32,11/7/2024 13:56
1093,t2g5:108,t2g5, temp; 30.11 humid; 58.59 quality; 33,11/7/2024 14:11
1094,t2g5:108,t2g5, temp; 31.14 humid; 58.57 quality; 33,11/7/2024 14:26
1095,t2g5:108,t2g5, temp; 29.77 humid; 59.21 quality; 31,11/7/2024 14:41
1096,t2g5:108,t2g5, temp; 32.85 humid; 59.02 quality; 31,11/7/2024 14:56
1097,t2g5:108,t2g5, temp; 27.38 humid; 59.60 quality; 31,11/7/2024 15:11
1098,t2g5:108,t2g5, temp; 31.82 humid; 59.86 quality; 31,11/7/2024 15:26
1099,t2g5:108,t2g5, temp; 30.11 humid; 58.81 quality; 31,11/7/2024 15:41
1100,t2g5:108,t2g5, temp; 32.17 humid; 58.55 quality; 31,11/7/2024 15:56
1101,t2g5:108,t2g5, temp; 30.80 humid; 59.40 quality; 31,11/7/2024 16:11
1102,t2g5:108,t2g5, temp; 33.19 humid; 58.94 quality; 33,11/7/2024 16:26
1103,t2g5:108,t2g5, temp; 30.11 humid; 59.55 quality; 32,11/7/2024 16:41
1104,t2g5:108,t2g5, temp; 27.38 humid; 59.40 quality; 32,11/7/2024 16:56
1105,t2g5:108,t2g5, temp; 28.74 humid; 60.33 quality; 32,11/7/2024 17:11
1106,t2g5:108,t2g5, temp; 32.17 humid; 60.62 quality; 32,11/7/2024 17:26
1107,t2g5:108,t2g5, temp; 30.80 humid; 60.13 quality; 32,11/7/2024 17:41
